1, 2.234969e-06,3.712440e-06,2.234969e-06
104857600, 3.126736e-02,3.663617e-02,3.128892e-02
99614720, 3.002526e-02,3.480402e-02,3.004349e-02
94371840, 2.844663e-02,3.295981e-02,2.846177e-02
89128960, 2.686933e-02,3.114550e-02,2.689382e-02
83886080, 2.530348e-02,2.932345e-02,2.532279e-02
78643200, 2.372180e-02,2.736430e-02,2.372034e-02
73400320, 2.214750e-02,2.564680e-02,2.215681e-02
68157440, 2.054809e-02,2.381521e-02,2.056726e-02
62914560, 1.897594e-02,2.200497e-02,1.899984e-02
57671680, 1.738886e-02,2.015998e-02,1.740598e-02
52428800, 1.582086e-02,1.833555e-02,1.583195e-02
49807360, 1.502286e-02,1.734353e-02,1.502445e-02
47185920, 1.422487e-02,1.650290e-02,1.423903e-02
44564480, 1.344135e-02,1.558994e-02,1.345824e-02
41943040, 1.264591e-02,1.467291e-02,1.265919e-02
39321600, 1.186454e-02,1.376649e-02,1.187517e-02
36700160, 1.106346e-02,1.284033e-02,1.107773e-02
34078720, 1.027832e-02,1.188540e-02,1.027372e-02
31457280, 9.486784e-03,1.100069e-02,9.495316e-03
28835840, 8.697299e-03,1.009756e-02,8.709643e-03
26214400, 7.913547e-03,9.184383e-03,7.925265e-03
24903680, 7.511847e-03,8.722684e-03,7.526834e-03
23592960, 7.121289e-03,8.268652e-03,7.129197e-03
22282240, 6.719374e-03,7.802502e-03,6.731823e-03
20971520, 6.331475e-03,7.350554e-03,6.339219e-03
19660800, 5.929704e-03,6.848216e-03,5.932366e-03
18350080, 5.537736e-03,6.430428e-03,5.546284e-03
17039360, 5.142028e-03,5.971842e-03,5.149993e-03
15728640, 4.750791e-03,5.522513e-03,4.756290e-03
14417920, 4.353526e-03,5.060190e-03,4.361432e-03
13107200, 3.960617e-03,4.604076e-03,3.969415e-03
12451840, 3.758335e-03,4.341963e-03,3.761635e-03
11796480, 3.565835e-03,4.141676e-03,3.569294e-03
11141120, 3.366359e-03,3.917576e-03,3.374593e-03
10485760, 3.164724e-03,3.685551e-03,3.170805e-03
9830400, 2.969188e-03,3.453448e-03,2.976337e-03
9175040, 2.769942e-03,3.223452e-03,2.786881e-03
8519680, 2.574491e-03,2.987473e-03,2.576659e-03
7864320, 2.379556e-03,2.745957e-03,2.379108e-03
7208960, 2.185527e-03,2.539257e-03,2.189183e-03
6553600, 1.984083e-03,2.310897e-03,1.991225e-03
6225920, 1.885683e-03,2.195307e-03,1.889624e-03
5898240, 1.783858e-03,2.078526e-03,1.788785e-03
5570560, 1.685369e-03,1.965368e-03,1.692654e-03
5242880, 1.588702e-03,1.849439e-03,1.591657e-03
4915200, 1.488856e-03,1.725416e-03,1.489606e-03
4587520, 1.390240e-03,1.621140e-03,1.395147e-03
4259840, 1.290841e-03,1.505527e-03,1.294424e-03
3932160, 1.194129e-03,1.393038e-03,1.199406e-03
3604480, 1.094290e-03,1.267692e-03,1.095645e-03
3276800, 9.982652e-04,1.163244e-03,1.001617e-03
3112960, 9.475995e-04,1.096784e-03,9.444167e-04
2949120, 8.969439e-04,1.039355e-03,8.974866e-04
2785280, 8.487107e-04,9.912427e-04,8.510359e-04
2621440, 7.978076e-04,9.343565e-04,8.010209e-04
2457600, 7.489210e-04,8.770394e-04,7.523101e-04
2293760, 6.991892e-04,8.153694e-04,7.006822e-04
