1, 2.254930e-06,3.722410e-06,2.254930e-06
104857600, 3.294764e-02,3.573969e-02,3.303082e-02
99614720, 3.162060e-02,3.395161e-02,3.170256e-02
94371840, 2.996479e-02,3.217533e-02,3.004702e-02
89128960, 2.829823e-02,3.037656e-02,2.837430e-02
83886080, 2.664812e-02,2.859699e-02,2.671847e-02
78643200, 2.497470e-02,2.705976e-02,2.498622e-02
73400320, 2.332050e-02,2.503381e-02,2.338076e-02
68157440, 2.166013e-02,2.319952e-02,2.170089e-02
62914560, 1.998546e-02,2.142723e-02,2.004534e-02
57671680, 1.831417e-02,1.962441e-02,1.837704e-02
52428800, 1.666598e-02,1.785562e-02,1.672353e-02
49807360, 1.582611e-02,1.713680e-02,1.582746e-02
47185920, 1.498828e-02,1.605444e-02,1.503539e-02
44564480, 1.415667e-02,1.516792e-02,1.420351e-02
41943040, 1.332978e-02,1.426988e-02,1.336498e-02
39321600, 1.249568e-02,1.338359e-02,1.254233e-02
36700160, 1.165629e-02,1.248280e-02,1.170527e-02
34078720, 1.082411e-02,1.162725e-02,1.082682e-02
31457280, 9.989864e-03,1.070620e-02,1.003158e-02
28835840, 9.164299e-03,9.815996e-03,9.206008e-03
26214400, 8.337166e-03,8.927549e-03,8.373529e-03
24903680, 7.913369e-03,8.478317e-03,7.956827e-03
23592960, 7.497471e-03,8.031442e-03,7.538508e-03
22282240, 7.074155e-03,7.584571e-03,7.115142e-03
20971520, 6.666289e-03,7.149595e-03,6.695552e-03
19660800, 6.246704e-03,6.759904e-03,6.252985e-03
18350080, 5.830902e-03,6.256874e-03,5.863969e-03
17039360, 5.416233e-03,5.797769e-03,5.440560e-03
15728640, 5.004123e-03,5.357050e-03,5.032214e-03
14417920, 4.586043e-03,4.908356e-03,4.608780e-03
13107200, 4.173072e-03,4.470578e-03,4.198200e-03
12451840, 3.963373e-03,4.282623e-03,3.961753e-03
11796480, 3.754796e-03,4.027339e-03,3.776977e-03
11141120, 3.545665e-03,3.802725e-03,3.567860e-03
10485760, 3.333639e-03,3.578128e-03,3.352632e-03
9830400, 3.130518e-03,3.359139e-03,3.147352e-03
9175040, 2.916687e-03,3.133019e-03,2.938805e-03
8519680, 2.710167e-03,2.906727e-03,2.714747e-03
7864320, 2.504430e-03,2.706851e-03,2.506505e-03
7208960, 2.298585e-03,2.465584e-03,2.314346e-03
6553600, 2.089865e-03,2.244828e-03,2.110791e-03
6225920, 1.987671e-03,2.136085e-03,2.001568e-03
5898240, 1.878197e-03,2.019730e-03,1.894379e-03
5570560, 1.775894e-03,1.911942e-03,1.790725e-03
5242880, 1.670727e-03,1.799129e-03,1.686089e-03
4915200, 1.566104e-03,1.677222e-03,1.567891e-03
4587520, 1.467082e-03,1.577723e-03,1.479171e-03
4259840, 1.360811e-03,1.458850e-03,1.374371e-03
3932160, 1.257302e-03,1.354990e-03,1.271621e-03
3604480, 1.154712e-03,1.244862e-03,1.154503e-03
3276800, 1.050227e-03,1.133482e-03,1.060515e-03
