3932160, 3.120843e-04,4.319496e-04,3.114631e-04
3604480, 2.864956e-04,3.898075e-04,2.852949e-04
3276800, 2.608482e-04,3.633409e-04,2.615800e-04
3112960, 2.476074e-04,3.379227e-04,2.470950e-04
2949120, 2.360881e-04,3.216594e-04,2.352223e-04
2785280, 2.233439e-04,3.121859e-04,2.234497e-04
2621440, 2.105660e-04,2.934854e-04,2.108961e-04
2457600, 1.984338e-04,2.754049e-04,1.982774e-04
2293760, 1.858527e-04,2.553186e-04,1.849762e-04
2129920, 1.723254e-04,2.409693e-04,1.728126e-04
1966080, 1.602645e-04,2.183650e-04,1.597019e-04
1802240, 1.476221e-04,2.059651e-04,1.481267e-04
1638400, 1.351957e-04,1.886213e-04,1.354844e-04
1556480, 1.288463e-04,1.805552e-04,1.295048e-04
1474560, 1.221452e-04,1.718290e-04,1.237564e-04
1392640, 1.156934e-04,1.627156e-04,1.176860e-04
1310720, 1.093775e-04,1.539869e-04,1.110664e-04
1228800, 1.036448e-04,1.424735e-04,1.041218e-04
1146880, 9.730749e-05,1.370389e-04,9.816103e-05
1064960, 9.122166e-05,1.273425e-04,9.176187e-05
983040, 8.424428e-05,1.186749e-04,8.546323e-05
901120, 7.993065e-05,1.058313e-04,7.881751e-05
819200, 7.154048e-05,1.013755e-04,7.259747e-05
778240, 6.776348e-05,9.499237e-05,6.883739e-05
737280, 6.504827e-05,8.859679e-05,6.549531e-05
696320, 6.212910e-05,8.644697e-05,6.212642e-05
655360, 5.912444e-05,8.342550e-05,5.945105e-05
614400, 6.325957e-05,7.777556e-05,6.283845e-05
573440, 5.386908e-05,7.418606e-05,5.347148e-05
532480, 5.013214e-05,6.844746e-05,5.017585e-05
491520, 4.712169e-05,6.206148e-05,4.855741e-05
450560, 4.372035e-05,5.677438e-05,4.464546e-05
409600, 4.065842e-05,5.024921e-05,4.154982e-05
389120, 3.981241e-05,4.852690e-05,3.993576e-05
368640, 3.749844e-05,5.125969e-05,3.778578e-05
348160, 3.629751e-05,4.980211e-05,3.665563e-05
327680, 3.417311e-05,4.801458e-05,3.534495e-05
307200, 3.326257e-05,4.394992e-05,3.293335e-05
286720, 3.124121e-05,4.179916e-05,3.181728e-05
266240, 3.054389e-05,4.020298e-05,3.012526e-05
245760, 2.834346e-05,3.640680e-05,2.805794e-05
225280, 2.651425e-05,3.292964e-05,2.678080e-05
204800, 2.499630e-05,3.042401e-05,2.550680e-05
194560, 2.451144e-05,2.686750e-05,2.460476e-05
184320, 2.364590e-05,2.678523e-05,2.361584e-05
174080, 2.299351e-05,3.011323e-05,2.271426e-05
163840, 2.223835e-05,2.986558e-05,2.178972e-05
153600, 2.194708e-05,2.778302e-05,2.146576e-05
143360, 2.048028e-05,2.605244e-05,2.041586e-05
133120, 1.996732e-05,2.337978e-05,2.030523e-05
122880, 1.959741e-05,1.917143e-05,1.880447e-05
112640, 1.867818e-05,1.869875e-05,1.863926e-05
