1, 2.749901e-06,4.927969e-06,2.749901e-06
104857600, 8.470627e-03,1.112282e-02,8.536340e-03
99614720, 8.130771e-03,1.056911e-02,8.194771e-03
94371840, 7.705047e-03,1.001867e-02,7.766939e-03
89128960, 7.276531e-03,9.456870e-03,7.331078e-03
83886080, 6.851938e-03,8.918055e-03,6.911022e-03
78643200, 6.423989e-03,8.210584e-03,6.427131e-03
73400320, 5.997928e-03,7.770008e-03,6.035300e-03
68157440, 5.567777e-03,7.220060e-03,5.607340e-03
62914560, 5.142536e-03,6.670771e-03,5.180464e-03
57671680, 4.712916e-03,6.116858e-03,4.749817e-03
52428800, 4.288941e-03,5.568293e-03,4.324277e-03
49807360, 4.072581e-03,5.201557e-03,4.074593e-03
47185920, 3.857495e-03,5.015287e-03,3.890114e-03
44564480, 3.645245e-03,4.740571e-03,3.677350e-03
41943040, 3.430169e-03,4.458840e-03,3.458249e-03
39321600, 3.218162e-03,4.184960e-03,3.245423e-03
36700160, 3.002436e-03,3.906624e-03,3.028932e-03
34078720, 2.788794e-03,3.557478e-03,2.790459e-03
31457280, 2.575159e-03,3.332388e-03,2.592635e-03
28835840, 2.362812e-03,3.057252e-03,2.379926e-03
26214400, 2.149487e-03,2.783007e-03,2.166210e-03
24903680, 2.041513e-03,2.642892e-03,2.057399e-03
23592960, 1.934652e-03,2.505921e-03,1.949452e-03
22282240, 1.826679e-03,2.366916e-03,1.841735e-03
20971520, 1.721446e-03,2.224247e-03,1.731078e-03
19660800, 1.613510e-03,2.052945e-03,1.614589e-03
18350080, 1.507324e-03,1.953766e-03,1.520357e-03
17039360, 1.400564e-03,1.810083e-03,1.409003e-03
15728640, 1.294313e-03,1.679860e-03,1.306545e-03
14417920, 1.186623e-03,1.537088e-03,1.199534e-03
13107200, 1.080656e-03,1.402403e-03,1.092217e-03
12451840, 1.025928e-03,1.302246e-03,1.027084e-03
11796480, 9.730483e-04,1.263395e-03,9.833715e-04
11141120, 9.202105e-04,1.195203e-03,9.302606e-04
10485760, 8.651606e-04,1.123865e-03,8.754535e-04
9830400, 8.123726e-04,1.055190e-03,8.223031e-04
9175040, 7.586845e-04,9.852330e-04,7.680630e-04
8519680, 7.055191e-04,9.045740e-04,7.080209e-04
7864320, 6.525878e-04,8.239079e-04,6.531803e-04
7208960, 5.994657e-04,7.649359e-04,6.035486e-04
6553600, 5.463966e-04,6.972694e-04,5.501043e-04
6225920, 5.189318e-04,6.629171e-04,5.229719e-04
5898240, 4.910959e-04,6.276969e-04,4.951513e-04
5570560, 4.648276e-04,5.942207e-04,4.686137e-04
5242880, 4.379287e-04,5.581397e-04,4.415071e-04
4915200, 4.114838e-04,5.152536e-04,4.112072e-04
4587520, 3.854654e-04,4.899632e-04,3.882092e-04
4259840, 3.581447e-04,4.547579e-04,3.609521e-04
3932160, 3.317122e-04,4.213437e-04,3.346990e-04
3604480, 3.049953e-04,3.821130e-04,3.054662e-04
3276800, 2.784020e-04,3.528153e-04,2.811246e-04
3112960, 2.644746e-04,3.283933e-04,2.647903e-04
2949120, 2.514107e-04,3.111121e-04,2.517977e-04
2785280, 2.389347e-04,3.011986e-04,2.405479e-04
2621440, 2.248315e-04,2.840756e-04,2.267359e-04
2457600, 2.125144e-04,2.661168e-04,2.134275e-04
2293760, 1.980456e-04,2.466462e-04,1.985459e-04
2129920, 1.846425e-04,2.306175e-04,1.856774e-04
1966080, 1.710974e-04,2.081565e-04,1.708765e-04
1802240, 1.579014e-04,1.968443e-04,1.597111e-04
1638400, 1.444204e-04,1.793367e-04,1.471993e-04
1556480, 1.384562e-04,1.713474e-04,1.397715e-04
1474560, 1.314753e-04,1.621550e-04,1.329976e-04
1392640, 1.252543e-04,1.534471e-04,1.261183e-04
1310720, 1.178917e-04,1.444591e-04,1.198506e-04
1228800, 1.109707e-04,1.339390e-04,1.122658e-04
1146880, 1.050125e-04,1.274170e-04,1.062128e-04
1064960, 9.730209e-05,1.183837e-04,1.002037e-04
983040, 9.111193e-05,1.104991e-04,9.339639e-05
901120, 8.468187e-05,9.776494e-05,8.491452e-05
819200, 7.675453e-05,9.314850e-05,7.992067e-05
778240, 7.326587e-05,8.635005e-05,7.517865e-05
737280, 7.008385e-05,8.075958e-05,7.087307e-05
696320, 6.691683e-05,7.828337e-05,6.844583e-05
655360, 6.421010e-05,7.561614e-05,6.673356e-05
614400, 6.061391e-05,7.071340e-05,6.216502e-05
573440, 5.721863e-05,6.587847e-05,5.961833e-05
532480, 5.375622e-05,6.235298e-05,5.634322e-05
491520, 5.037181e-05,5.739294e-05,5.089598e-05
450560, 4.747456e-05,5.468537e-05,4.948014e-05
409600, 4.411488e-05,5.145879e-05,4.629501e-05
389120, 4.233129e-05,4.835379e-05,4.441542e-05
368640, 4.118335e-05,4.529392e-05,4.172633e-05
348160, 3.936228e-05,4.345261e-05,4.025701e-05
327680, 3.726982e-05,4.063563e-05,3.982270e-05
307200, 3.583031e-05,3.802633e-05,3.774888e-05
286720, 3.368922e-05,3.611430e-05,3.620465e-05
266240, 3.205610e-05,3.370276e-05,3.341401e-05
245760, 3.067125e-05,3.162050e-05,3.105437e-05
225280, 2.883588e-05,2.958592e-05,2.969087e-05
204800, 2.821910e-05,2.743070e-05,2.962001e-05
194560, 2.639141e-05,2.811003e-05,2.735432e-05
184320, 2.594398e-05,2.606268e-05,2.579148e-05
174080, 2.474026e-05,2.455962e-05,2.509875e-05
163840, 2.544586e-05,2.374937e-05,2.569025e-05
153600, 2.296383e-05,2.331064e-05,2.484501e-05
143360, 2.213792e-05,2.193591e-05,2.305796e-05
133120, 2.129281e-05,2.073398e-05,2.226284e-05
122880, 2.175643e-05,1.971029e-05,2.218098e-05
112640, 1.958669e-05,1.931380e-05,2.048262e-05
